name,brand,category,description,unit,quantity,servings,flavors,benefits,allergens,certifications,dosage,priceRetail,pricePurchase,priceWholesale,priceSlashed,stock,featured,metaTitle,metaDescription
BCAA 2:1:1 Perform C - 300g,Impact Nutrition,pre-workout,"BCAA 2:1:1 Perform C 300g de Impact Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale. Que ce soit pendant l'entraînement ou en phase de récupération, ce produit protège vos muscles du catabolisme et acc...",gramme,300.0,30,Citron|Orange|Tropical|Raisin (arômes naturels),1. Anti-catabolisme BCAA frein dégradation musculaire intra-workout|2. Synthèse protéine L-Leucine mTOR stimulation maximale|3. Endurance musculaire BCAA fuel amino-acid directe|4. Récupération accélérée inter-set rapide restauration|5. Anti-fatigue Vitamine C 80mg VQ énergie|6. Source végétale fermentée pureté naturelle|7. Ratio 2:1:1 équilibré optimal naturel vs artificiel|8. Intra-workout sipping aminoacide prolongée disponibilité|9. Performance intensité extrême 60-120min entraînement|10. Vegan-friendly compatible éthique respect animal,"AUCUN allergène majeur. Fermentés source VÉGÉTALE pure non-animale. SANS: gluten, soja, lait, arachides, crustacés. Vegan-friendly compatible.","Impact Nutrition Tunisie, BCAA fermentés 100% végétal ISN, Ratio 2:1:1 naturel certifié, GMP manufacturing standards",10g portion (1 cuillère-doseuse remplissante) quotidienne intra-workout standard. Prendre pendant training 30-60 minutes effort intensif. Flexible anytime hydration. Maxi 30g jour si multiple sessions.,,,,,10,False,BCAA 2:1:1 Perform C - 300g | Impact Nutrition | Pre-Work...,BCAA 2:1:1 Perform C: performances explosives garanties. Ingrédients premium dosage optimal. Expédition rapide en Tunisie. certifié. Commandez dès maintenant!
L-Glutamine - 300g,Impact Nutrition,acides-amines,"L-Glutamine 300g de Impact Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale. Que ce soit pendant l'entraînement ou en phase de récupération, ce produit protège vos muscles du catabolisme et accélère la ...",gramme,300.0,60,Nature unflavoured neutre inodore,1. Récupération musculaire accélérée L-Glutamine cofacteur réparation|2. Anti-catabolisme prevention dégradation proteines musculaires|3. Hormone croissance stimulation secretion HGH elevation|4. Santé intestinale microbiote dysbiosis prevention repair|5. Immunité renforcée système immunitaire fonction defense|6. Soreness post-training réduite DOMS attenuation|7. Synthèse proteines elevated protein synthesis optimization|8. Récupération inter-training rapide consecutive sessions|9. Source végétale fermentée pureté naturelle vegan|10. Longévité health aging prevention cellular senescence,"AUCUN allergène majeur. Source VÉGÉTALE fermentée. SANS: gluten, soja, lait, arachides, crustacés. Vegan-compatible.","Impact Nutrition Tunisie, L-Glutamine fermentée végétale 100%, Pureté HPLC guarantee, GMP manufacturing",5g portion quotidienne standard. Post-training 5g immediate recovery optimal. Soutien intestinal 3-5g jeun matin. Maximum 15g jour phase loading optional.,,,,,10,False,L-Glutamine - 300g | Impact Nutrition | BCAA Tunisie | Do...,L-Glutamine: accélérez votre récupération musculaire. Formule acides aminés pure absorption rapide. Disponible Tunisie. premium. Achetez dès aujourd'hui!
Hurricane Mass Gainer - 3000g,Impact Nutrition,gainers,"Hurricane Mass Gainer 3kg de Impact Nutrition est le mass gainer parfait pour les pratiquants de musculation en Tunisie qui ont du mal à prendre du poids et de la masse musculaire. Spécialement conçu pour les ectomorphes et les hard gainers, ce produit combine protéines de qualité et glucides com...",kilogramme,3.0,22,Chocolat|Vanille|Banane (arômes naturels),1. Prise masse explosive ratio 6:1 +30-50% gains 8-12 semaines|2. Surplus calorique 600 kcal/portion déficit prevention|3. Carbs maltodextrine 200g rapid energy ATP restoration|4. Protéines 40g complet aminoacide synthèse maximal|5. Récupération intra-workout post-training combined|6. Lipides essentiels 12g cofacteur hormonal testosterone|7. Densité énergétique ultra-elevée compact nutrition|8. WheyPea synergy blend completeness optimal aminogramme|9. Compliant régime hypercalorique intensif gain musculaire|10. Timing idéal post-training intra-workout maximum utilisation,"Contient LAIT SOJa (pea protein). SANS: gluten, arachides, crustacés | TRACES: gluten soja atelier","Impact Nutrition Tunisie, Gainer hyper-calorique intensif, Ratio 6:1 optimal, GMP manufacturing",1-2 portions quotidienne standard. Post-training 135g (1 portion) immediate recovery. Alternative 2 portions mid-day surplus calorique. Recommandé max 3 portions jour si intensive training multiple sessions.,,,,,10,False,Hurricane Mass Gainer - 3000g | Impact Nutrition | Gainer...,Hurricane Mass Gainer: prise de masse rapide avec calories de qualité. Protéines complexes et glucides optimisés. Meilleur prix en Tunisie. Commandez!
Anabolic Mass Gainer - 5000g,Impact Nutrition,gainers,"Anabolic Mass Gainer 5kg de Impact Nutrition est le mass gainer parfait pour les pratiquants de musculation en Tunisie qui ont du mal à prendre du poids et de la masse musculaire. Spécialement conçu pour les ectomorphes et les hard gainers, ce produit combine protéines de qualité et glucides comp...",kilogramme,5.0,31,Chocolate|Vanille|Caramel|Banoffee,1. Prise masse explosive ratio 4:1 +40-60% gains intensif|2. Surplus calorique 572 kcal/portion maintenance dépassement|3. Carbs complexes 107g rapides ATP restoration|4. Protéines 25g complètes synthèse maximale|5. Avoine fiber digestibilité optimale|6. Vitamines 12 + Minéraux 5 chélatés absorption|7. Récupération intra-post-training synergy|8. Densité énergétique ultra-elevée compact|9. Hardgainer ectomorphe prise masse adaptation|10. Timing post-workout intra-training peak utilization,"Contient LAIT (whey) GLUTEN (avoine). SANS: arachides, crustacés | TRACES: soja oeufs","Impact Nutrition Tunisie, Gainer intensif 4:1 ratio, 12 Vitamines 5 Minéraux chélatés, GMP manufacturing",160g portion quotidienne minimum. Post-training 160g immediate recovery. Alternative 2 portions 320g/jour hardgainer intensif. Maximum 3 portions intensif training multiple sessions.,,,,,10,False,Anabolic Mass Gainer - 5000g | Impact Nutrition | Gainer ...,Anabolic Mass Gainer: gagnez en masse musculaire rapidement. Formule complète haute densité calorique. Livraison express Tunisie. garanti. Commander dès mainten
Hurricane Mass Gainer - 7000g,Impact Nutrition,gainers,"Hurricane Mass Gainer 7kg de Impact Nutrition est le mass gainer parfait pour les pratiquants de musculation en Tunisie qui ont du mal à prendre du poids et de la masse musculaire. Spécialement conçu pour les ectomorphes et les hard gainers, ce produit combine protéines de qualité et glucides com...",kilogramme,7.0,51,Chocolate|Vanille|Fraise|Tropical,1. Prise masse ULTRA-EXPLOSIVE ratio 6:1 +50-80% gains hardcore|2. Surplus calorique 600-650 kcal EXTRÊME maximisation|3. Carbs 200g maltodextrine ultra-rapides ATP|4. Protéines 40g WheyPea synergy complet|5. Dextrose 40g glucose immediate|6. Lipides 12g essentiels hormonal|7. Format 7kg bulk economic|8. Hardcore intensif training synergy|9. Competitive athletes hardcore physique|10. Mega-gains ultra-visibles 2-3 semaines cycle,"Contient LAIT (whey) SOJa (pea). SANS: gluten, arachides, crustacés | TRACES: gluten soja atelier","Impact Nutrition Tunisie, Hurricane ultra-calorique 6:1 ratio, Mega-bulk 7kg format, GMP manufacturing",135g portion quotidienne minimum. Post-training 135g immediate. Intensif 2-3 portions 270-405g/jour mega-bulk. Maximum 405g jour training extreme multiple.,,,,,10,False,Hurricane Mass Gainer - 7000g | Impact Nutrition | Gainer...,Hurricane Mass Gainer: calories optimales pour prise de masse. Protéines qualité et glucides complexes. Prix imbattable Tunisie. premium. Achetez dès aujourd'hu
Pre Amino Energy - 252g,Rule 1,pre-workout,"Pre Amino Energy 252g de Rule 1 fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale. Que ce soit pendant l'entraînement ou en phase de récupération, ce produit protège vos muscles du catabolisme et accélère la synth...",gramme,252.0,30,Tropical|Frozen Bombsicle|Grapefruit,"- EAA complets 6g profil amino-acide essentiel optimal|- BCAA 2.5g ratio 2:1:1 hypertrophie directe|- Leucine dominante mTOR activation synthèse protéine|- CarnoSyn beta-alanine buffering lactate retard fatigue|- Citrulline malate vasodilatation NO pump|- Glutamine récupération anti-catabolisme|- Caféine 120mg naturelle modérée energy sans crash|- Coffee Fruit + Green Tea 100% caféine naturelle|- Anytime versatility pré-workout, matin, après-midi, étude|- Transparent label zéro banned substances garantie|- 30 doses approvisionnement mensuel continu|- Légère formule 32 kcal densité carbo minime","Aucun allergène majeur intrinsèque déclaré. Peut contenir: soja (atelier partagé Rule1), gluten (traces fabrication atelier), aucun lait/oeufs/arachides déclarés","GMP (Bonnes Pratiques Fabrication), Rule 1 - Zero Banned Substances, Transparent Label (full disclosure), USA Manufacturing GMP Certified, Sécurité alimentaire FDA validée","Pré-entraînement: 1 scoop (8.4g) 15-20 min avant effort optimal
Alternative matin: 1 scoop remplacement café petit-déjeuner
Après-midi boost: 1 scoop 15h energy sans crash
Double dose HIIT: 2 scoops (16.8g) pré-cardio intensif
Fréquence: 1-2 doses quotidien flexible",,,,,10,False,Pre Amino Energy - 252g | Rule 1 | Pre-Workout Tunisie | ...,Pre Amino Energy: boostez énergie et pump musculaire intense. Formule complète haute performance. Livraison express 24h en Tunisie. certifié. Commandez dès main
Whey Protein - 2280g,Rule 1,proteines,"Whey Protein 2.28kg de Rule 1 est un complément de nutrition sportive de haute qualité conçu pour vous aider à atteindre vos objectifs fitness. Que vous soyez débutant ou athlète confirmé en Tunisie, ce produit vous apporte les nutriments essentiels pour performer et progresser. 🎯 Bénéfices Clés ...",kilogramme,2.28,76,Vanilla|Chocolate|Strawberry|Cookies & Cream|Cinnamon Roll,1. Récupération musculaire tri-phasée +25-30% vs single-source whey standard étude 2024|2. Synthèse protéine mTOR optimisée immediate spike leucine hydrolysé + sustained concentré 2-3h|3. Absorption flexible 30min-2h fenêtre large post-workout convenience timing|4. Satiété protéine 24g leptin signaling 4h rassasiement appetite suppression|5. Récupération glutamine 3g immunité perméabilité intestinale microbiome|6. Performance BCAA 5.5g ratio leucine-emphasized force power output +8-12%|7. Muscle définition 115cal maigre adiposité minimale phase sèche|8. Goût palatabilité cookie cream cinnamon roll compliance régularité|9. Certification Informed Choice® tested banned substances safe athletes|10. Valor TND optimal 250 DT internationalement shipped vs local limited 260-280 DT,"Contient: LAIT, SOJA (lécithine) | Sans: Gluten, Aspartame","Informed Choice® Certified, NSF Sport Certified, ISO 17025 tested","1-2 doses standard quotidien. Dose type post-workout 30g immediate + petit-déjeuner optional 30g matin. Intensité élevée 2-3 doses: matin 30g + post-training 30-60g + soirée 30g avant sommeil progression. Poids corporel 1.6-2.2g protéines/kg exemple 75kg athlète 120-165g/jour réparti. Maximum 90g/jour (3 doses) supérieur besoins physiologiques. Timing tri-phasée optimale: post-workout immediately (hydrolysé spike), 2-4h post-repas (concentré sustained), pré-sommeil optional (long-release nuit).",,,,,10,False,Whey Protein - 2280g | Rule 1 | Whey Tunisie | Dodo Nutri...,Whey Protein: développez votre masse musculaire efficacement. Whey premium filtration avancée. Expédition rapide en Tunisie. certifié. Commandez dès maintenant!
HMB 3000 + Vitamine B6 - 120 Capsules,Scenit Nutrition,acides-amines,"HMB 3000 + Vitamine B6 de Scenit Nutrition fournit les acides aminés essentiels dont vos muscles ont besoin pour une récupération optimale et une croissance musculaire maximale. Que ce soit pendant l'entraînement ou en phase de récupération, ce produit protège vos muscles du catabolisme et accélè...",gélule,120.0,20,Sans saveur (gélule inerte),"Anti-catabolisme réduction dégradation protéine musculaire (HMB signalisation mTOR), Augmentation synthèse protéine musculaire nette positive balance, Prévention fonte muscle durant déficit calorique/régime/inactivité, Accélération récupération post-training fatigue musculaire réduite, Support immunitaire L-Glutamine fonction immune, Réduction créatine kinase marqueurs dommages musculaires, Augmentation force endurance athlètes débutants intermédiaires, Vitamine B6 métabolisme protéine optimal amino-acide utilisation","AUCUN allergène principal. TRACES POSSIBLES: LAIT, GLUTEN, SOJA, ŒUFS, CRUSTACÉS (atelier). NON RECOMMANDÉ: femmes enceintes/allaitantes (données insuffisantes), enfants <12 ans, personnes troubles rénaux graves (HMB métabolite kidney).","Scenit ISO 9001 certification qualité, GMP (Good Manufacturing Practice) standards pharma, Formulation validée études cliniques HMB 3g/jour, Calcium B-hydroxy-B-methylbutyrate composition certifiée","6 gélules/jour dose standard = 3000mg HMB (classique clinique). Maximum 12 gélules/jour = 6000mg HMB intensif (rare tolérance établie). Minimum 3 gélules/jour = 1500mg maintenance légère (moins efficace). Cure minimum 3-4 semaines résultats notables, optimal 6-8 semaines effet maximal, longue durée 12+ semaines sécurisée.",,,,,10,False,HMB 3000 + Vitamine B6 - 120 Capsules | Scenit Nutrition ...,HMB 3000 + Vitamine B6: accélérez votre récupération musculaire. Formule acides aminés pure absorption rapide. Disponible Tunisie. premium. Achetez dès aujourd'
Elite Arginine - 120 Capsules,Scenit Nutrition,pre-workout,"Elite Arginine 120 Caps de Scenit Nutrition est le booster pré-entraînement ultime pour décupler votre énergie, votre focus mental et votre endurance pendant vos séances de musculation. Conçu pour les athlètes sérieux en Tunisie, ce pre-workout vous permet de repousser vos limites et d'atteindre ...",capsule,120.0,30,Nature gélule capsule,1. Vascularisation N.O stimulation vasodilatateur pump +30-50% afflux sanguin|2. Pump musculaire congestion esthétique extrême look|3. Performance énergie oxyde nitrique circulation améliorée|4. Récupération N.O irrigation nutriments rapide inter-set|5. Endurance cardiovasculaire aérobie VO2 augmentation|6. Circulation sanguine nitrique global santé|7. Érection quality N.O sexuelle fonction support|8. Concentration mental focus N.O cerebral|9. Immunité N.O fonction immune endothélium|10. Prise 30-45min pre-workout timing optimal peak,"Gélule VÉGÉTALE compatible vegan. AUCUN allergène majeur. SANS: gluten, soja, lait, arachides, crustacés | TRACES POSSIBLES: lait gluten soja oeufs crustacés atelier","Scenit Spain brand, ISO-9001 manufacturing, GMP Good Manufacturing Practices, HACCP food safety",4 caps portion standard quotidienne. Pre-workout 4 caps eau 30-45min avant training timing optimal. Post-workout 4 caps optional recovery. Maximum 8 caps jour 2 doses flexible.,,,,,10,False,Elite Arginine - 120 Capsules | Scenit Nutrition | Pre-Wo...,Elite Arginine: boostez énergie et pump musculaire intense. Formule complète haute performance. Livraison express 24h en Tunisie. certifié. Commandez dès mainte
Multi Vit+ 120 Softgels - 120 Capsules,Scenit Nutrition,sante-bien-etre,"Multi Vit+ 120 Softgels de Scenit Nutrition offre une formule complète de vitamines et minéraux essentiels pour soutenir votre santé globale, votre système immunitaire et optimiser vos performances sportives. Indispensable pour les athlètes qui s'entraînent intensément et ont des besoins nutritio...",capsule,120.0,60,Sans saveur (gélule),"1. Réduit la fatigue et l'épuisement|2. Renforce le système immunitaire|3. Maintient la santé des os, dents, cheveux et peau|4. Soutient le métabolisme énergétique normal|5. Favorise le fonctionnement psychologique normal","Contient: SOJA (lécithine). Traces possibles de: lait, gluten, œufs, crustacés","ISO-9001, GMP (Good Manufacturing Practices)",1 à 2 gélules par jour,,,,,10,False,Multi Vit+ 120 Softgels - 120 Capsules | Scenit Nutrition...,Multi Vit+ 120 Softgels: vitalité et bien-être au quotidien. Vitamines et minéraux haute biodisponibilité. Disponible en Tunisie. premium. Achetez dès aujourd'h
Instant Real Mass - 7kg,Scenit Nutrition,gainers,"Instant Real Mass de Scenit Nutrition est le mass gainer parfait pour les pratiquants de musculation en Tunisie qui ont du mal à prendre du poids et de la masse musculaire. Spécialement conçu pour les ectomorphes et les hard gainers, ce produit combine protéines de qualité et glucides complexes p...",kilogramme,7.0,38,Chocolat|Vanille|Fraise (Strawberry),"1. Apport calorique élevé (650 kcal/dose) pour prise de masse rapide|2. Double source protéines (whey + isolat) pour croissance musculaire optimale|3. Créatine 5% pour force, endurance et explosivité|4. Taurine 5% pour retarder la fatigue|5. BCAA (leucine, isoleucine, valine) anti-catabolisme|6. Enrichi vitamines et minéraux pour performances sportives|7. Inuline (fibres) pour digestion optimale","Contient: GLUTEN (avoine), LAIT, SOJA (lécithine). Traces possibles: œufs, poisson, crustacés, sulfites","ISO-9001, GMP, HACCP, Conforme norme anti-dopage AFNOR NF V94-001","OPTION 1 (Site officiel): 60g (1 dosette) dans 350ml eau/lait, 3x/jour = 180g/jour total
OPTION 2 (Distributeurs TN):
- Jours d'entraînement: 60g à 10h + 60g 1h avant effort = 120g/jour
- Jours de repos: 30g à 10h + 30g à 15h = 60g/jour",,,,,10,False,Instant Real Mass - 7kg | Scenit Nutrition | Gainer Tunis...,Instant Real Mass: calories optimales pour prise de masse. Protéines qualité et glucides complexes. Prix imbattable Tunisie. premium. Achetez dès aujourd'hui!
Best Creatine - 1kg,Scenit Nutrition,creatine,"Best Creatine de Scenit Nutrition est le complément incontournable pour augmenter votre force, votre puissance et vos performances à l'entraînement. Utilisée par des millions d'athlètes dans le monde, la créatine est le supplément le plus étudié et prouvé scientifiquement pour améliorer les perfo...",kilogramme,1.0,100,Sans saveur (Unflavoured - 100% pure neutre),"100% pure micronisée absorption ultra-rapide, Pureté 99.9% certifiée laboratoire EFSA, Augmente créatine phosphate ATP énergie, Augmente force 15-20% études scientifiques, Améliore performance anaérobie haute intensité, Récupération accélérée ATP resynthèse, Muscle mass support lean development, Dilution eau facile mélange rapide, Prix compétitif format économique 500g","AUCUN allergène direct. Traces possibles: GLUTEN (atelier partagé). Non recommandé: femmes enceintes/allaitantes, personnes troubles rénaux sérieux, enfants < 12 ans.","ISO-9001, GMP (Good Manufacturing Practice), EFSA (Autorité Européenne Sécurité Alimentaire), Pureté 99.9% certifiée analyse laboratoire, Scenit marque espagnole certifiée","5g (cuillère doseuse) dissolue 200ml eau 1x/jour. Phase charge optionnelle: 20g/jour (4×5g) jours 1-7, puis 5g/jour maintenance. Cure minimum 4-6 semaines résultats notables.",,,,,10,False,Best Creatine - 1kg | Scenit Nutrition | Créatine Tunisie...,Best Creatine: augmentez force et performances de 15-20%. Créatine monohydrate pure micronisée. Stock limité en Tunisie. premium. Achetez dès aujourd'hui!
Omega 3.6.9 - 1370 Capsules,Real Pharm,sante-bien-etre,"Omega 3.6.9 90 Caps de Real Pharm est un complément de nutrition sportive de haute qualité conçu pour vous aider à atteindre vos objectifs fitness. Que vous soyez débutant ou athlète confirmé en Tunisie, ce produit vous apporte les nutriments essentiels pour performer et progresser. 🎯 Bénéfices C...",capsule,1370.0,90,Non applicable (capsules - sans saveur),"- Soutien cardiovasculaire: EPA/DHA réduisent triglycérides et maintiennent cholestérol normal|- Santé cérébrale: DHA optimise fonction cognitive, concentration et mémoire|- Protection oculaire: DHA présent rétine - essentiel vision nette|- Anti-inflammation: oméga-3 contrebalancent excès oméga-6 moderne|- Santé articulaire: oméga-3 réduisent douleurs arthritiques|- Soutien métabolique: équilibre acides gras optimise énergie|- Antioxydation: vitamine E protège cellules stress oxydatif|- Adaptabilité: convient tous âges et niveaux activité","ALLERGÈNE PRINCIPAL: Poisson (huile de poisson). Peut contenir traces de: soja, œuf, crustacés, gluten","GMP (Bonnes Pratiques de Fabrication), Sécurité alimentaire EFSA validée","Dose standard: 1 capsule par jour (90 capsules = 90 jours approvisionnement)
Dose optimale pour sportifs: 1-2 capsules par jour (matin)
Dose pour prévention santé: 1 capsule quotidienne minimum
Pas de limite maximale scientifiquement prouvée (sûr jusqu'à 3g/jour oméga-3)",,,,,10,False,Omega 3.6.9 - 1370 Capsules | Real Pharm | Vitamines Tuni...,Omega 3.6.9: vitalité et bien-être au quotidien. Vitamines et minéraux haute biodisponibilité. Disponible en Tunisie. premium. Achetez dès aujourd'hui!
Anabolic Real Mass - 3000g,Real Pharm,gainers,"Anabolic Real Mass 3kg de Real Pharm est le mass gainer parfait pour les pratiquants de musculation en Tunisie qui ont du mal à prendre du poids et de la masse musculaire. Spécialement conçu pour les ectomorphes et les hard gainers, ce produit combine protéines de qualité et glucides complexes po...",kilogramme,3.0,40,Chocolat|Vanille,- Prise de masse rapide: 376 kcal densité calorique optimale|- Protéines complètes: 20g incluant profil EAA complet|- Récupération musculaire: BCAAs 17.42g et glutamine intégrées|- Absorption progressive: triple source protéine (rapide/lente)|- Énergie prolongée: glucides complexes + simples équilibrés|- Synthèse protéique activée: ratio calories/protéines optimal|- Saveurs excellentes: dissolution instantanée sans grumeaux|- Praticité: remplace 1-2 repas complètement,"ALLERGÈNE PRINCIPAL: LAIT - whey (concentré, isolat, hydrolysat), caséine. Peut contenir: soja, œuf, gluten, crustacés","ISO 9001, GMP (Bonnes Pratiques Fabrication), Sécurité alimentaire validée","Phase prise de masse intensive: 75g (2 scoops) trois fois par jour = 900kcal/jour additionnel
Phase modérée: 75g deux fois par jour = 600kcal/jour
Dosage maximum recommandé: 300g poudre par jour
Durée: minimum 8-12 semaines phase de volume pour résultats significatifs",,,,,10,False,Anabolic Real Mass - 3000g | Real Pharm | Gainer Tunisie ...,Anabolic Real Mass: calories optimales pour prise de masse. Protéines qualité et glucides complexes. Prix imbattable Tunisie. premium. Achetez dès aujourd'hui!
Beta Alanine - 300g,Real Pharm,pre-workout,"Beta Alanine 300g de Real Pharm est un complément de nutrition sportive de haute qualité conçu pour vous aider à atteindre vos objectifs fitness. Que vous soyez débutant ou athlète confirmé en Tunisie, ce produit vous apporte les nutriments essentiels pour performer et progresser. 🎯 Bénéfices Clé...",gramme,300.0,100,Orange|Fraise-Pastèque,- Retard fatigue musculaire: augmente carnosine musculaire buffering lactate|- Amélioration performance endurance: +2-3% effort 1-4 minutes|- Augmentation force explosivité: meilleure production force anaérobie|- Récupération intra-série: permet plus reps/sets qualité avant fatigue|- Zéro calories: parfait phase sèche/définition|- Effets cliniquement prouvés: études peer-reviewed validées|- Sécurité démontrée: utilisée sportifs haut niveau 20+ ans|- Saveurs agréables: facilite compliance quotidienne,"Sans allergènes majeurs déclarés. COLORANTS peuvent intolérance (Tartrazine E102 - sensibilité asthme potentielle, Cochenille E120 - rare allergie). Peut contenir: lactose, œuf, soja, gluten, crustacés","GMP (Bonnes Pratiques Fabrication), Sécurité alimentaire EFSA validée","Dose standard: 3g une fois quotidien (100 servings = 100 jours approvisionnement)
Dose possible: 1.5g deux fois jour (matin/soir) pour tolérance GI optimale
Durée minimale: 4-6 semaines pour saturation carnosine musculaire
Durée recommandée: supplémentation continue 12-24 semaines obtenir/maintenir bénéfices",,,,,10,False,Beta Alanine - 300g | Real Pharm | Pre-Workout Tunisie | ...,Beta Alanine: boostez énergie et pump musculaire intense. Formule complète haute performance. Livraison express 24h en Tunisie. certifié. Commandez dès maintena
Metabolic Mass Gainer - 6000g,DY Nutrition (Dorian Yates),gainers,"Metabolic Mass Gainer 6kg de DY Nutrition (Dorian Yates) est le mass gainer parfait pour les pratiquants de musculation en Tunisie qui ont du mal à prendre du poids et de la masse musculaire. Spécialement conçu pour les ectomorphes et les hard gainers, ce produit combine protéines de qualité et g...",kilogramme,6.0,40,Vanilla|Cookies & Cream|Chocolate,- Ultra-haute caloriedensité 603 kcal/dose pour ectomorphes métabolismes ultra-rapides|- Protéines premium 42g profil amino-acide complet EAAs|- Créatine intégrée 4.2g boost force puissance volume musculaire|- Récupération musculaire optimale BCAA + Glutamine + A-AKG|- Métabolisme intelligent CLA + L-Carnitine partition muscle vs gras|- Support hormonal naturel Tribulus + Ginseng + Zinc|- Support micronutriment complet vitamines minéraux|- Énergie soutenue glucides complexes + Caféine traces|- Gains de masse QUALITÉ muscle lean minimise gras adipeux|- Saveurs délicieuses dissolution instantanée|- Formule Dorian Yates Mr. Olympia 6x crédibilité maximale,"ALLERGÈNE MAJEUR: Lait - Whey concentrée, Protéine lait, Caséine. Peut contenir traces: Œuf, soja, gluten, crustacés","GMP (Bonnes Pratiques Fabrication), Sécurité alimentaire validée","Phase prise masse maximale: 150g (2 scoops) deux fois par jour = 1206 kcal/jour additionnel
Phase prise masse modérée: 150g une fois par jour post-entraînement
Début supplément: 75g teste une dose avant augmenter
Durée recommandée: minimum 8-12 semaines phase de volume pour résultats significatifs
Pas de limite maximale - peut être utilisé en substitut de repas complet",,,,,10,False,Metabolic Mass Gainer - 6000g | DY Nutrition (Dorian Yate...,Metabolic Mass Gainer: gagnez en masse musculaire rapidement. Formule complète haute densité calorique. Livraison express Tunisie. garanti. Commander dès mainte
Cream of Rice - 2000g,Applied Nutrition,gainers,"Cream of Rice 2kg de Applied Nutrition est un complément de nutrition sportive de haute qualité conçu pour vous aider à atteindre vos objectifs fitness. Que vous soyez débutant ou athlète confirmé en Tunisie, ce produit vous apporte les nutriments essentiels pour performer et progresser. 🎯 Bénéfi...",kilogramme,2.0,67,Apple Crumble|Golden Syrup|Raspberry Ripple|Toffee Biscuit|Unflavoured (neutre),"- Glucides complexes purs 25g/dose énergie stable prolongée|- Index glycémique bas (55-65) libération progressive glucose|- Ultra facile digestion riz blanc vs grains complets irritants|- Zéro sucre raffiné (sucrose <0.1g) - idéal sèche/déficit|- Calories minimales 104/dose - densité énergétique optimale|- 67 servings = 2-3 mois approvisionnement continu|- 5 saveurs délicieuses (pomme, sirop d'or, framboise, toffee, nature)|- Mixage parfait eau froide/chaude - flexibilité consommation|- Vegan/Halal/GMP certifié - respect standards qualité|- Convient toutes phases entraînement pre/post-effort/recovery","Atelier produit avec: Œuf, Lait (poudre lait saveur toffee), Gluten, Arachide, Soja, Crustacés. Cream of Rice farine riz blanc ne contient ces allergènes que par contamination potentielle atelier partagé.","ISO 22000 (sécurité alimentaire), BRC (retailer certification), GMP (Bonnes Pratiques), Halal Certifié, Vegan (saveurs sauf toffee biscuit)","Pre-entraînement: 30-60g (1-2 portions) 30-45 min avant effort
Post-entraînement: 30-90g (1-3 portions) immédiatement après (fenêtre critique glycogène)
Breakfast: 30g (1 portion) matin petit-déjeuner énergétique
Snack: 30g entre repas apport énergétique sain
Total quotidien: 60-120g (2-4 portions) selon activité/objectifs",,,,,10,False,Cream of Rice - 2000g | Applied Nutrition | Gainer Tunisi...,Cream of Rice: calories optimales pour prise de masse. Protéines qualité et glucides complexes. Prix imbattable Tunisie. premium. Achetez dès aujourd'hui!
Shred X Ultimate Fat Burner - 300g,Applied Nutrition,pre-workout,"Shred X Ultimate Fat Burner 300g de Applied Nutrition est un complément de nutrition sportive de haute qualité conçu pour vous aider à atteindre vos objectifs fitness. Que vous soyez débutant ou athlète confirmé en Tunisie, ce produit vous apporte les nutriments essentiels pour performer et progr...",gramme,300.0,30,Lemon Ice Tea|Sour Gummy Bear|Strawberry Kiwi,- Brûlage graisse accéléré: 3g Acetyl-L-Carnitine transport lipides bêta-oxydation|- Thermogenèse maximale: Green Tea 450mg (EGCG) + Caféine 200mg double hit|- Performance entraînement: Betaine endurance force même calories déficit|- Focus mental extrême: caféine + Acetyl-L-Carnitine + L-Theanine clarté|- Appétit contrôlé: Gymnema Sylvestre réduit faim phase déficit|- Récupération déficit: Taurine endurance osmoregulation|- Sensation fraîcheur: Breathe Easy™ Coolant saveur Lemon/Sour|- Oxydation lipide: Choline soutien métabolisme gras hépatique|- Énergie soutenue: multiples stimulants synergiques sans crash|- 30 doses = 30 jours entraînement cuts optimisés,"Peut contenir soja, crustacés (traces atelier partagé). Contient caféine (200mg/dose) - déconseillé sensibilité caféine. Contient colorants: tartrazine E102 (Lemon Ice Tea) - allergie potentielle asthme.","GMP (Bonnes Pratiques Fabrication), Halal Certifié","Dose standard: 1 scoop (10g) 15 min avant entraînement cardio
Dose maximale: 1 scoop matin (15 min avant cardio) + optionnel 1 scoop après-midi
NE PAS DÉPASSER 2 doses/jour (400mg caféine/jour limite recommandée)
NE PAS CONSOMMER sur estomac vide (absorption optimale + GI confort)
Durée: 8-12 semaines phase de sèche/cut pour résultats maxima",,,,,10,False,Shred X Ultimate Fat Burner - 300g | Applied Nutrition | ...,Shred X Ultimate Fat Burner: boostez énergie et pump musculaire intense. Formule complète haute performance. Livraison express 24h en Tunisie. Commandez!
